,Model,Analyzer,Action,Date,Time,Price,TradeNumber,Profit
17202,CrossoverUpdated,basic,GOSHORT,2023-10-05,12_55_00,422.62,9101,0.0600000000000022
17203,CrossoverUpdated,basic,GOSHORT,2023-10-05,12_55_00,422.62,9102,0.6700000000000159
17204,CrossoverUpdated,basic,BUY,2023-10-05,13_05_00,421.95,9102,0.6700000000000159
17205,CrossoverUpdated,basic,GOSHORT,2023-10-05,13_10_00,422.59,9103,0.0399999999999636
17206,CrossoverUpdated,basic,BUY,2023-10-05,13_15_00,422.55,9103,0.0399999999999636
17207,CrossoverUpdated,basic,GOLONG,2023-10-05,13_20_00,422.67,9104,0.25
17208,CrossoverUpdated,basic,SELL,2023-10-05,13_25_00,422.92,9104,0.25
17209,CrossoverUpdated,basic,GOSHORT,2023-10-05,13_40_00,423.99,9105,0.1800000000000068
17210,CrossoverUpdated,basic,BUY,2023-10-05,13_50_00,423.81,9105,0.1800000000000068
17211,CrossoverUpdated,basic,GOSHORT,2023-10-05,13_55_00,424.07,9106,-0.4000000000000341
17212,CrossoverUpdated,basic,GOLONG,2023-10-05,14_00_00,424.47,9106,-0.4000000000000341
17213,CrossoverUpdated,basic,GOLONG,2023-10-05,14_00_00,424.47,9107,-0.3500000000000227
17214,CrossoverUpdated,basic,SELL,2023-10-05,14_20_00,424.12,9107,-0.3500000000000227
17215,CrossoverUpdated,basic,GOLONG,2023-10-05,14_25_00,424.28,9108,0.9000000000000341
17216,CrossoverUpdated,basic,GOSHORT,2023-10-05,14_35_00,425.18,9108,0.9000000000000341
17217,CrossoverUpdated,basic,GOSHORT,2023-10-05,14_35_00,425.18,9109,0.2200000000000272
17218,CrossoverUpdated,basic,BUY,2023-10-05,15_00_00,424.96,9109,0.2200000000000272
17219,CrossoverUpdated,basic,GOSHORT,2023-10-05,15_10_00,424.55,9110,0.0500000000000113
17220,CrossoverUpdated,basic,BUY,2023-10-05,15_15_00,424.5,9110,0.0500000000000113
17221,CrossoverUpdated,basic,GOLONG,2023-10-05,15_20_00,424.37,9111,0.5199999999999818
17222,CrossoverUpdated,basic,GOSHORT,2023-10-05,15_25_00,424.89,9111,0.5199999999999818
17223,CrossoverUpdated,basic,GOSHORT,2023-10-05,15_25_00,424.89,9112,0.2099999999999795
17224,CrossoverUpdated,basic,GOLONG,2023-10-05,15_30_00,424.68,9112,0.2099999999999795
17225,CrossoverUpdated,basic,GOLONG,2023-10-05,15_30_00,424.68,9113,-0.1500000000000341
17226,CrossoverUpdated,basic,GOSHORT,2023-10-05,15_40_00,424.53,9113,-0.1500000000000341
17227,CrossoverUpdated,basic,GOSHORT,2023-10-05,15_40_00,424.53,9114,-0.2300000000000182
17228,CrossoverUpdated,basic,BUY,2023-10-05,15_45_00,424.76,9114,-0.2300000000000182
17229,CrossoverUpdated,basic,GOSHORT,2023-10-06,11_00_00,424.58,9115,-0.1999999999999886
17230,CrossoverUpdated,basic,GOLONG,2023-10-06,11_15_00,424.78,9115,-0.1999999999999886
17231,CrossoverUpdated,basic,GOLONG,2023-10-06,11_15_00,424.78,9116,0.4200000000000159
17232,CrossoverUpdated,basic,GOSHORT,2023-10-06,11_20_00,425.2,9116,0.4200000000000159
17233,CrossoverUpdated,basic,GOSHORT,2023-10-06,11_20_00,425.2,9117,-0.5900000000000318
17234,CrossoverUpdated,basic,BUY,2023-10-06,11_25_00,425.79,9117,-0.5900000000000318
17235,CrossoverUpdated,basic,GOSHORT,2023-10-06,11_30_00,426.78,9118,-0.2200000000000272
17236,CrossoverUpdated,basic,GOLONG,2023-10-06,11_35_00,427.0,9118,-0.2200000000000272
17237,CrossoverUpdated,basic,GOLONG,2023-10-06,11_35_00,427.0,9119,1.1800000000000068
17238,CrossoverUpdated,basic,SELL,2023-10-06,11_50_00,428.18,9119,1.1800000000000068
17239,CrossoverUpdated,basic,GOSHORT,2023-10-06,11_55_00,428.88,9120,0.079999999999984
17240,CrossoverUpdated,basic,GOLONG,2023-10-06,12_00_00,428.8,9120,0.079999999999984
17241,CrossoverUpdated,basic,GOLONG,2023-10-06,12_00_00,428.8,9121,-0.5400000000000205
17242,CrossoverUpdated,basic,SELL,2023-10-06,13_00_00,428.26,9121,-0.5400000000000205
17243,CrossoverUpdated,basic,GOLONG,2023-10-06,13_05_00,428.45,9122,0.6500000000000341
17244,CrossoverUpdated,basic,GOSHORT,2023-10-06,13_15_00,429.1,9122,0.6500000000000341
17245,CrossoverUpdated,basic,GOSHORT,2023-10-06,13_15_00,429.1,9123,-0.4599999999999795
17246,CrossoverUpdated,basic,GOLONG,2023-10-06,13_20_00,429.56,9123,-0.4599999999999795
17247,CrossoverUpdated,basic,GOLONG,2023-10-06,13_20_00,429.56,9124,-0.1200000000000045
17248,CrossoverUpdated,basic,SELL,2023-10-06,13_25_00,429.44,9124,-0.1200000000000045
17249,CrossoverUpdated,basic,GOLONG,2023-10-06,13_35_00,429.6,9125,-0.1899999999999977
17250,CrossoverUpdated,basic,GOSHORT,2023-10-06,13_50_00,429.41,9125,-0.1899999999999977
17251,CrossoverUpdated,basic,GOSHORT,2023-10-06,13_50_00,429.41,9126,-0.3299999999999841
17252,CrossoverUpdated,basic,BUY,2023-10-06,13_55_00,429.74,9126,-0.3299999999999841
17253,CrossoverUpdated,basic,GOLONG,2023-10-06,14_05_00,429.8,9127,-0.0400000000000204
17254,CrossoverUpdated,basic,SELL,2023-10-06,14_10_00,429.76,9127,-0.0400000000000204
17255,CrossoverUpdated,basic,GOLONG,2023-10-06,14_15_00,429.69,9128,0.2800000000000295
17256,CrossoverUpdated,basic,SELL,2023-10-06,14_20_00,429.97,9128,0.2800000000000295
17257,CrossoverUpdated,basic,GOLONG,2023-10-06,14_25_00,430.44,9129,0.4599999999999795
17258,CrossoverUpdated,basic,GOSHORT,2023-10-06,14_35_00,430.9,9129,0.4599999999999795
17259,CrossoverUpdated,basic,GOSHORT,2023-10-06,14_35_00,430.9,9130,-0.0300000000000295
17260,CrossoverUpdated,basic,GOLONG,2023-10-06,14_40_00,430.93,9130,-0.0300000000000295
17261,CrossoverUpdated,basic,GOLONG,2023-10-06,14_40_00,430.93,9131,0.0
17262,CrossoverUpdated,basic,SELL,2023-10-06,14_45_00,430.93,9131,0.0
17263,CrossoverUpdated,basic,GOSHORT,2023-10-06,14_50_00,430.64,9132,-0.0500000000000113
17264,CrossoverUpdated,basic,GOLONG,2023-10-06,14_55_00,430.69,9132,-0.0500000000000113
17265,CrossoverUpdated,basic,GOLONG,2023-10-06,14_55_00,430.69,9133,-0.3999999999999772
17266,CrossoverUpdated,basic,GOSHORT,2023-10-06,15_00_00,430.29,9133,-0.3999999999999772
17267,CrossoverUpdated,basic,GOSHORT,2023-10-06,15_00_00,430.29,9134,-0.3599999999999568
17268,CrossoverUpdated,basic,GOLONG,2023-10-06,15_05_00,430.65,9134,-0.3599999999999568
17269,CrossoverUpdated,basic,GOLONG,2023-10-06,15_05_00,430.65,9135,0.1200000000000045
17270,CrossoverUpdated,basic,SELL,2023-10-06,15_25_00,430.77,9135,0.1200000000000045
17271,CrossoverUpdated,basic,GOLONG,2023-10-06,15_35_00,430.85,9136,-0.3799999999999954
17272,CrossoverUpdated,basic,SELL,2023-10-06,15_45_00,430.47,9136,-0.3799999999999954
17273,CrossoverUpdated,basic,GOLONG,2023-10-09,11_00_00,427.66,9137,-0.1100000000000136
17274,CrossoverUpdated,basic,GOSHORT,2023-10-09,11_05_00,427.55,9137,-0.1100000000000136
17275,CrossoverUpdated,basic,GOSHORT,2023-10-09,11_05_00,427.55,9138,-0.5299999999999727
17276,CrossoverUpdated,basic,BUY,2023-10-09,11_15_00,428.08,9138,-0.5299999999999727
17277,CrossoverUpdated,basic,GOLONG,2023-10-09,11_20_00,428.24,9139,0.5999999999999659
17278,CrossoverUpdated,basic,GOSHORT,2023-10-09,11_30_00,428.84,9139,0.5999999999999659
17279,CrossoverUpdated,basic,GOSHORT,2023-10-09,11_30_00,428.84,9140,0.0600000000000022
17280,CrossoverUpdated,basic,GOLONG,2023-10-09,11_35_00,428.78,9140,0.0600000000000022
17281,CrossoverUpdated,basic,GOLONG,2023-10-09,11_35_00,428.78,9141,0.0100000000000477
17282,CrossoverUpdated,basic,SELL,2023-10-09,11_40_00,428.79,9141,0.0100000000000477
17283,CrossoverUpdated,basic,GOSHORT,2023-10-09,11_45_00,428.55,9142,-0.1899999999999977
17284,CrossoverUpdated,basic,GOLONG,2023-10-09,11_50_00,428.74,9142,-0.1899999999999977
17285,CrossoverUpdated,basic,GOLONG,2023-10-09,11_50_00,428.74,9143,0.3000000000000113
17286,CrossoverUpdated,basic,SELL,2023-10-09,11_55_00,429.04,9143,0.3000000000000113
17287,CrossoverUpdated,basic,GOLONG,2023-10-09,12_00_00,428.84,9144,0.410000000000025
17288,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_10_00,429.25,9144,0.410000000000025
17289,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_10_00,429.25,9145,-0.2799999999999727
17290,CrossoverUpdated,basic,GOLONG,2023-10-09,12_15_00,429.53,9145,-0.2799999999999727
17291,CrossoverUpdated,basic,GOLONG,2023-10-09,12_15_00,429.53,9146,-0.3699999999999477
17292,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_25_00,429.16,9146,-0.3699999999999477
17293,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_25_00,429.16,9147,0.1200000000000045
17294,CrossoverUpdated,basic,GOLONG,2023-10-09,12_35_00,429.04,9147,0.1200000000000045
17295,CrossoverUpdated,basic,GOLONG,2023-10-09,12_35_00,429.04,9148,-0.2300000000000182
17296,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_40_00,428.81,9148,-0.2300000000000182
17297,CrossoverUpdated,basic,GOSHORT,2023-10-09,12_40_00,428.81,9149,-0.1899999999999977
17298,CrossoverUpdated,basic,GOLONG,2023-10-09,12_45_00,429.0,9149,-0.1899999999999977
17299,CrossoverUpdated,basic,GOLONG,2023-10-09,12_45_00,429.0,9150,0.0099999999999909
17300,CrossoverUpdated,basic,SELL,2023-10-09,12_50_00,429.01,9150,0.0099999999999909
17301,CrossoverUpdated,basic,GOLONG,2023-10-09,12_55_00,428.94,9151,0.0500000000000113
17302,CrossoverUpdated,basic,SELL,2023-10-09,13_00_00,428.99,9151,0.0500000000000113
17303,CrossoverUpdated,basic,GOLONG,2023-10-09,13_10_00,429.23,9152,0.2099999999999795
17304,CrossoverUpdated,basic,GOSHORT,2023-10-09,13_20_00,429.44,9152,0.2099999999999795
17305,CrossoverUpdated,basic,GOSHORT,2023-10-09,13_20_00,429.44,9153,-0.4900000000000091
17306,CrossoverUpdated,basic,BUY,2023-10-09,13_25_00,429.93,9153,-0.4900000000000091
17307,CrossoverUpdated,basic,GOSHORT,2023-10-09,13_30_00,430.5,9154,-0.2599999999999909
17308,CrossoverUpdated,basic,GOLONG,2023-10-09,13_35_00,430.76,9154,-0.2599999999999909
17309,CrossoverUpdated,basic,GOLONG,2023-10-09,13_35_00,430.76,9155,1.3799999999999957
17310,CrossoverUpdated,basic,GOSHORT,2023-10-09,14_10_00,432.14,9155,1.3799999999999957
17311,CrossoverUpdated,basic,GOSHORT,2023-10-09,14_10_00,432.14,9156,-0.0400000000000204
17312,CrossoverUpdated,basic,BUY,2023-10-09,14_15_00,432.18,9156,-0.0400000000000204
17313,CrossoverUpdated,basic,GOLONG,2023-10-09,14_20_00,432.28,9157,0.160000000000025
17314,CrossoverUpdated,basic,GOSHORT,2023-10-09,14_25_00,432.44,9157,0.160000000000025
17315,CrossoverUpdated,basic,GOSHORT,2023-10-09,14_25_00,432.44,9158,0.25
17316,CrossoverUpdated,basic,GOLONG,2023-10-09,14_35_00,432.19,9158,0.25
17317,CrossoverUpdated,basic,GOLONG,2023-10-09,14_35_00,432.19,9159,0.3600000000000136
17318,CrossoverUpdated,basic,SELL,2023-10-09,14_55_00,432.55,9159,0.3600000000000136
17319,CrossoverUpdated,basic,GOLONG,2023-10-09,15_05_00,432.46,9160,-0.25
17320,CrossoverUpdated,basic,GOSHORT,2023-10-09,15_10_00,432.21,9160,-0.25
17321,CrossoverUpdated,basic,GOSHORT,2023-10-09,15_10_00,432.21,9161,0.1399999999999863
17322,CrossoverUpdated,basic,BUY,2023-10-09,15_15_00,432.07,9161,0.1399999999999863
17323,CrossoverUpdated,basic,GOSHORT,2023-10-09,15_25_00,432.26,9162,0.3199999999999932
17324,CrossoverUpdated,basic,BUY,2023-10-09,15_30_00,431.94,9162,0.3199999999999932
17325,CrossoverUpdated,basic,GOSHORT,2023-10-09,15_35_00,431.88,9163,-0.0500000000000113
17326,CrossoverUpdated,basic,GOLONG,2023-10-09,15_45_00,431.93,9163,-0.0500000000000113
17327,CrossoverUpdated,basic,GOLONG,2023-10-09,15_45_00,431.93,9164,0.0
17328,CrossoverUpdated,basic,SELL,2023-10-09,15_45_00,431.93,9164,0.0
17329,CrossoverUpdated,basic,GOSHORT,2023-10-10,11_00_00,435.57,9165,-0.1899999999999977
17330,CrossoverUpdated,basic,GOLONG,2023-10-10,11_05_00,435.76,9165,-0.1899999999999977
17331,CrossoverUpdated,basic,GOLONG,2023-10-10,11_05_00,435.76,9166,0.8700000000000045
17332,CrossoverUpdated,basic,SELL,2023-10-10,11_30_00,436.63,9166,0.8700000000000045
17333,CrossoverUpdated,basic,GOSHORT,2023-10-10,11_35_00,436.58,9167,-0.3300000000000409
17334,CrossoverUpdated,basic,GOLONG,2023-10-10,11_40_00,436.91,9167,-0.3300000000000409
17335,CrossoverUpdated,basic,GOLONG,2023-10-10,11_40_00,436.91,9168,-0.2200000000000272
17336,CrossoverUpdated,basic,GOSHORT,2023-10-10,11_45_00,436.69,9168,-0.2200000000000272
17337,CrossoverUpdated,basic,GOSHORT,2023-10-10,11_45_00,436.69,9169,-0.1299999999999954
17338,CrossoverUpdated,basic,GOLONG,2023-10-10,11_50_00,436.82,9169,-0.1299999999999954
17339,CrossoverUpdated,basic,GOLONG,2023-10-10,11_50_00,436.82,9170,0.160000000000025
17340,CrossoverUpdated,basic,SELL,2023-10-10,11_55_00,436.98,9170,0.160000000000025
17341,CrossoverUpdated,basic,GOLONG,2023-10-10,12_05_00,436.91,9171,0.2099999999999795
17342,CrossoverUpdated,basic,GOSHORT,2023-10-10,12_15_00,437.12,9171,0.2099999999999795
17343,CrossoverUpdated,basic,GOSHORT,2023-10-10,12_15_00,437.12,9172,0.1899999999999977
17344,CrossoverUpdated,basic,BUY,2023-10-10,12_20_00,436.93,9172,0.1899999999999977
17345,CrossoverUpdated,basic,GOLONG,2023-10-10,12_25_00,437.04,9173,-0.0500000000000113
17346,CrossoverUpdated,basic,SELL,2023-10-10,12_30_00,436.99,9173,-0.0500000000000113
17347,CrossoverUpdated,basic,GOLONG,2023-10-10,12_35_00,436.89,9174,-1.3700000000000043
17348,CrossoverUpdated,basic,SELL,2023-10-10,13_00_00,435.52,9174,-1.3700000000000043
17349,CrossoverUpdated,basic,GOLONG,2023-10-10,13_05_00,435.32,9175,-0.3600000000000136
17350,CrossoverUpdated,basic,SELL,2023-10-10,13_10_00,434.96,9175,-0.3600000000000136
17351,CrossoverUpdated,basic,GOSHORT,2023-10-10,13_15_00,435.21,9176,-0.0200000000000386
17352,CrossoverUpdated,basic,GOLONG,2023-10-10,13_20_00,435.23,9176,-0.0200000000000386
17353,CrossoverUpdated,basic,GOLONG,2023-10-10,13_20_00,435.23,9177,0.1499999999999772
17354,CrossoverUpdated,basic,GOSHORT,2023-10-10,13_25_00,435.38,9177,0.1499999999999772
17355,CrossoverUpdated,basic,GOSHORT,2023-10-10,13_25_00,435.38,9178,0.0500000000000113
17356,CrossoverUpdated,basic,BUY,2023-10-10,13_35_00,435.33,9178,0.0500000000000113
17357,CrossoverUpdated,basic,GOSHORT,2023-10-10,13_40_00,435.58,9179,0.4300000000000068
17358,CrossoverUpdated,basic,BUY,2023-10-10,14_05_00,435.15,9179,0.4300000000000068
17359,CrossoverUpdated,basic,GOSHORT,2023-10-10,14_20_00,434.81,9180,-0.4499999999999886
17360,CrossoverUpdated,basic,GOLONG,2023-10-10,14_45_00,435.26,9180,-0.4499999999999886
17361,CrossoverUpdated,basic,GOLONG,2023-10-10,14_45_00,435.26,9181,-0.7699999999999818
17362,CrossoverUpdated,basic,GOSHORT,2023-10-10,14_50_00,434.49,9181,-0.7699999999999818
17363,CrossoverUpdated,basic,GOSHORT,2023-10-10,14_50_00,434.49,9182,-0.1100000000000136
17364,CrossoverUpdated,basic,BUY,2023-10-10,14_55_00,434.6,9182,-0.1100000000000136
17365,CrossoverUpdated,basic,GOSHORT,2023-10-10,15_00_00,434.88,9183,0.079999999999984
17366,CrossoverUpdated,basic,GOLONG,2023-10-10,15_20_00,434.8,9183,0.079999999999984
17367,CrossoverUpdated,basic,GOLONG,2023-10-10,15_20_00,434.8,9184,0.0299999999999727
17368,CrossoverUpdated,basic,SELL,2023-10-10,15_30_00,434.83,9184,0.0299999999999727
17369,CrossoverUpdated,basic,GOSHORT,2023-10-10,15_40_00,434.84,9185,-0.1800000000000068
17370,CrossoverUpdated,basic,BUY,2023-10-10,15_45_00,435.02,9185,-0.1800000000000068
17371,CrossoverUpdated,basic,GOSHORT,2023-10-11,11_00_00,435.51,9186,-0.0400000000000204
17372,CrossoverUpdated,basic,BUY,2023-10-11,11_05_00,435.55,9186,-0.0400000000000204
17373,CrossoverUpdated,basic,GOSHORT,2023-10-11,11_15_00,434.47,9187,0.0300000000000295
17374,CrossoverUpdated,basic,BUY,2023-10-11,11_25_00,434.44,9187,0.0300000000000295
17375,CrossoverUpdated,basic,GOSHORT,2023-10-11,11_30_00,434.65,9188,0.3499999999999659
17376,CrossoverUpdated,basic,GOLONG,2023-10-11,11_40_00,434.3,9188,0.3499999999999659
17377,CrossoverUpdated,basic,GOLONG,2023-10-11,11_40_00,434.3,9189,0.1700000000000159
17378,CrossoverUpdated,basic,GOSHORT,2023-10-11,11_55_00,434.47,9189,0.1700000000000159
17379,CrossoverUpdated,basic,GOSHORT,2023-10-11,11_55_00,434.47,9190,0.0800000000000409
17380,CrossoverUpdated,basic,GOLONG,2023-10-11,12_00_00,434.39,9190,0.0800000000000409
17381,CrossoverUpdated,basic,GOLONG,2023-10-11,12_00_00,434.39,9191,-0.25
17382,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_10_00,434.14,9191,-0.25
17383,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_10_00,434.14,9192,0.2099999999999795
17384,CrossoverUpdated,basic,BUY,2023-10-11,12_15_00,433.93,9192,0.2099999999999795
17385,CrossoverUpdated,basic,GOLONG,2023-10-11,12_20_00,433.84,9193,0.0500000000000113
17386,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_25_00,433.89,9193,0.0500000000000113
17387,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_25_00,433.89,9194,-0.0500000000000113
17388,CrossoverUpdated,basic,GOLONG,2023-10-11,12_30_00,433.94,9194,-0.0500000000000113
17389,CrossoverUpdated,basic,GOLONG,2023-10-11,12_30_00,433.94,9195,0.2400000000000091
17390,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_35_00,434.18,9195,0.2400000000000091
17391,CrossoverUpdated,basic,GOSHORT,2023-10-11,12_35_00,434.18,9196,0.9000000000000341
17392,CrossoverUpdated,basic,GOLONG,2023-10-11,13_35_00,433.28,9196,0.9000000000000341
17393,CrossoverUpdated,basic,GOLONG,2023-10-11,13_35_00,433.28,9197,0.1000000000000227
17394,CrossoverUpdated,basic,GOSHORT,2023-10-11,13_40_00,433.38,9197,0.1000000000000227
17395,CrossoverUpdated,basic,GOSHORT,2023-10-11,13_40_00,433.38,9198,0.1100000000000136
17396,CrossoverUpdated,basic,GOLONG,2023-10-11,13_45_00,433.27,9198,0.1100000000000136
17397,CrossoverUpdated,basic,GOLONG,2023-10-11,13_45_00,433.27,9199,0.5
17398,CrossoverUpdated,basic,GOSHORT,2023-10-11,13_50_00,433.77,9199,0.5
17399,CrossoverUpdated,basic,GOSHORT,2023-10-11,13_50_00,433.77,9200,-0.0600000000000022
17400,CrossoverUpdated,basic,GOLONG,2023-10-11,13_55_00,433.83,9200,-0.0600000000000022
17401,CrossoverUpdated,basic,GOLONG,2023-10-11,13_55_00,433.83,9201,0.1500000000000341
17402,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_00_00,433.98,9201,0.1500000000000341
17403,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_00_00,433.98,9202,-0.1099999999999568
17404,CrossoverUpdated,basic,GOLONG,2023-10-11,14_10_00,434.09,9202,-0.1099999999999568
17405,CrossoverUpdated,basic,GOLONG,2023-10-11,14_10_00,434.09,9203,0.910000000000025
17406,CrossoverUpdated,basic,SELL,2023-10-11,14_20_00,435.0,9203,0.910000000000025
17407,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_25_00,434.63,9204,-0.25
17408,CrossoverUpdated,basic,GOLONG,2023-10-11,14_30_00,434.88,9204,-0.25
17409,CrossoverUpdated,basic,GOLONG,2023-10-11,14_30_00,434.88,9205,-0.1100000000000136
17410,CrossoverUpdated,basic,SELL,2023-10-11,14_35_00,434.77,9205,-0.1100000000000136
17411,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_40_00,435.02,9206,-0.1899999999999977
17412,CrossoverUpdated,basic,GOLONG,2023-10-11,14_50_00,435.21,9206,-0.1899999999999977
17413,CrossoverUpdated,basic,GOLONG,2023-10-11,14_50_00,435.21,9207,-0.1499999999999772
17414,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_55_00,435.06,9207,-0.1499999999999772
17415,CrossoverUpdated,basic,GOSHORT,2023-10-11,14_55_00,435.06,9208,-0.2199999999999704
17416,CrossoverUpdated,basic,GOLONG,2023-10-11,15_00_00,435.28,9208,-0.2199999999999704
17417,CrossoverUpdated,basic,GOLONG,2023-10-11,15_00_00,435.28,9209,-0.0099999999999909
17418,CrossoverUpdated,basic,SELL,2023-10-11,15_20_00,435.27,9209,-0.0099999999999909
17419,CrossoverUpdated,basic,GOSHORT,2023-10-11,15_25_00,435.42,9210,-0.6099999999999568
17420,CrossoverUpdated,basic,GOLONG,2023-10-11,15_40_00,436.03,9210,-0.6099999999999568
17421,CrossoverUpdated,basic,GOLONG,2023-10-11,15_40_00,436.03,9211,0.1200000000000045
17422,CrossoverUpdated,basic,SELL,2023-10-11,15_45_00,436.15,9211,0.1200000000000045
17423,CrossoverUpdated,basic,GOSHORT,2023-10-12,11_00_00,435.95,9212,-0.2400000000000091
17424,CrossoverUpdated,basic,GOLONG,2023-10-12,11_05_00,436.19,9212,-0.2400000000000091
17425,CrossoverUpdated,basic,GOLONG,2023-10-12,11_05_00,436.19,9213,0.4399999999999977
17426,CrossoverUpdated,basic,SELL,2023-10-12,11_10_00,436.63,9213,0.4399999999999977
17427,CrossoverUpdated,basic,GOSHORT,2023-10-12,11_15_00,436.59,9214,0.3699999999999477
17428,CrossoverUpdated,basic,BUY,2023-10-12,11_30_00,436.22,9214,0.3699999999999477
17429,CrossoverUpdated,basic,GOSHORT,2023-10-12,11_35_00,436.24,9215,0.0500000000000113
17430,CrossoverUpdated,basic,GOLONG,2023-10-12,11_40_00,436.19,9215,0.0500000000000113
17431,CrossoverUpdated,basic,GOLONG,2023-10-12,11_40_00,436.19,9216,-0.2699999999999818
17432,CrossoverUpdated,basic,GOSHORT,2023-10-12,11_45_00,435.92,9216,-0.2699999999999818
17433,CrossoverUpdated,basic,GOSHORT,2023-10-12,11_45_00,435.92,9217,-0.6200000000000045
17434,CrossoverUpdated,basic,BUY,2023-10-12,11_55_00,436.54,9217,-0.6200000000000045
17435,CrossoverUpdated,basic,GOSHORT,2023-10-12,12_00_00,436.43,9218,-0.0999999999999659
17436,CrossoverUpdated,basic,BUY,2023-10-12,12_10_00,436.53,9218,-0.0999999999999659
17437,CrossoverUpdated,basic,GOLONG,2023-10-12,12_20_00,437.24,9219,-0.0300000000000295
17438,CrossoverUpdated,basic,SELL,2023-10-12,12_25_00,437.21,9219,-0.0300000000000295
17439,CrossoverUpdated,basic,GOSHORT,2023-10-12,12_30_00,436.99,9220,-0.1599999999999681
17440,CrossoverUpdated,basic,GOLONG,2023-10-12,12_35_00,437.15,9220,-0.1599999999999681
17441,CrossoverUpdated,basic,GOLONG,2023-10-12,12_35_00,437.15,9221,-0.339999999999975
17442,CrossoverUpdated,basic,SELL,2023-10-12,12_45_00,436.81,9221,-0.339999999999975
17443,CrossoverUpdated,basic,GOLONG,2023-10-12,12_50_00,436.84,9222,-0.3100000000000023
17444,CrossoverUpdated,basic,GOSHORT,2023-10-12,12_55_00,436.53,9222,-0.3100000000000023
17445,CrossoverUpdated,basic,GOSHORT,2023-10-12,12_55_00,436.53,9223,1.1199999999999477
17446,CrossoverUpdated,basic,GOLONG,2023-10-12,13_00_00,435.41,9223,1.1199999999999477
17447,CrossoverUpdated,basic,GOLONG,2023-10-12,13_00_00,435.41,9224,-0.8000000000000114
17448,CrossoverUpdated,basic,SELL,2023-10-12,13_05_00,434.61,9224,-0.8000000000000114
17449,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_10_00,434.22,9225,0.3000000000000113
17450,CrossoverUpdated,basic,GOLONG,2023-10-12,13_20_00,433.92,9225,0.3000000000000113
17451,CrossoverUpdated,basic,GOLONG,2023-10-12,13_20_00,433.92,9226,-0.5099999999999909
17452,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_25_00,433.41,9226,-0.5099999999999909
17453,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_25_00,433.41,9227,0.2100000000000363
17454,CrossoverUpdated,basic,GOLONG,2023-10-12,13_30_00,433.2,9227,0.2100000000000363
17455,CrossoverUpdated,basic,GOLONG,2023-10-12,13_30_00,433.2,9228,-0.1399999999999863
17456,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_35_00,433.06,9228,-0.1399999999999863
17457,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_35_00,433.06,9229,0.079999999999984
17458,CrossoverUpdated,basic,BUY,2023-10-12,13_45_00,432.98,9229,0.079999999999984
17459,CrossoverUpdated,basic,GOSHORT,2023-10-12,13_50_00,432.69,9230,0.6100000000000136
17460,CrossoverUpdated,basic,BUY,2023-10-12,14_00_00,432.08,9230,0.6100000000000136
17461,CrossoverUpdated,basic,GOLONG,2023-10-12,14_05_00,431.62,9231,-0.0400000000000204
17462,CrossoverUpdated,basic,GOSHORT,2023-10-12,14_10_00,431.58,9231,-0.0400000000000204
17463,CrossoverUpdated,basic,GOSHORT,2023-10-12,14_10_00,431.58,9232,-1.6899999999999975
17464,CrossoverUpdated,basic,BUY,2023-10-12,14_45_00,433.27,9232,-1.6899999999999975
17465,CrossoverUpdated,basic,GOLONG,2023-10-12,14_50_00,433.06,9233,-0.0899999999999749
17466,CrossoverUpdated,basic,SELL,2023-10-12,14_55_00,432.97,9233,-0.0899999999999749
17467,CrossoverUpdated,basic,GOSHORT,2023-10-12,15_00_00,433.4,9234,-0.0200000000000386
17468,CrossoverUpdated,basic,BUY,2023-10-12,15_05_00,433.42,9234,-0.0200000000000386
17469,CrossoverUpdated,basic,GOSHORT,2023-10-12,15_10_00,433.48,9235,0.0
17470,CrossoverUpdated,basic,BUY,2023-10-12,15_20_00,433.48,9235,0.0
17471,CrossoverUpdated,basic,GOLONG,2023-10-12,15_45_00,433.81,9236,0.0
17472,CrossoverUpdated,basic,SELL,2023-10-12,15_45_00,433.81,9236,0.0
17473,CrossoverUpdated,basic,GOSHORT,2023-10-13,11_05_00,432.5,9237,1.170000000000016
17474,CrossoverUpdated,basic,BUY,2023-10-13,11_55_00,431.33,9237,1.170000000000016
